lat,lng,zip,desc,title,timeStamp,twp,addr,e
6.659532,-3.0926899,233,"Amechekope, Ghana,12/12/2015@16:35",Traffic: VEHICLE ACCIDENT -,12/12/2015 16:35,Debiso,Debiso ,1
6.5433241,-2.9676206,233,"Anazome, Ghana,12/12/2015@16:40",EMS: FALL VICTIM,12/12/2015 16:40,Sefwi Asuontaa,Sefwi Asuontaa ,1
6.7374322,-1.460829,233,"QMF3+Q5H, Ada Foah, Ghana,12/12/2015@16:45",EMS: UNCONSCIOUS SUBJECT,12/12/2015 16:45,Ejisu,Kawkrom,1
6.4245881,-2.7058431,233,"Big Ada, Ghana,12/12/2015@16:41",EMS: HEAD INJURY,12/12/2015 16:41,Kojina,Kojina ,1
6.3332945,-2.8333066,233,"Bogwabo, Ghana,12/12/2015@16:42",Traffic: VEHICLE ACCIDENT -,12/12/2015 16:42,Juaboso,Juaboso ,1
6.2158621,-2.4851463,233,"Buaku, Ghana,12/12/2015@16:40",Traffic: VEHICLE ACCIDENT -,12/12/2015 16:40,Wiawso,Wiawso ,1
6.6959862,-2.5532272,233,"Chondawnya, Ghana,12/12/2015@16:45",EMS: FALL VICTIM,12/12/2015 16:45,Akrodie,Akrodie ,1
6.8018106,-2.514842,233,"Dedukope, Ghana,12/12/2015@16:41",Traffic: VEHICLE ACCIDENT -,12/12/2015 16:41,Goaso,Goaso ,1
6.9338999,-2.3542193,233,"Dodowa, Ghana,12/12/2015@16:46",Fire: VEHICLE ACCIDENT,12/12/2015 16:46,Hwidiem,Kenyasi Hwidiem,1
6.4610857,-2.3172324,233,"Fawkpi, Ghana,12/12/2015@16:46",EMS: UNKNOWN MEDICAL EMERGENCY,12/12/2015 16:46,Bibiani,Bibiani ,1
6.1980265,-2.3246274,233,"Folikope, Ghana,12/12/2015@16:55",Fire: FIRE ALARM,12/12/2015 16:55,Sefwi Bekwai,Sefwi Bekwai ,1
6.5978957,-2.118023,233,"Hwapa, Ghana,12/12/2015@16:53",Fire: VEHICLE FIRE,12/12/2015 16:53,Nyinahin,Nyinahin ,1
6.6642095,-1.8169492,233,"Asutsuare, Ghana,12/12/2015@16:52",Traffic: VEHICLE FIRE -,12/12/2015 16:52,Nkawie,Nkawie ,1
6.4532257,-1.5838477,233,"Kordiabe, Ghana,12/12/2015@17:00",Fire: FIRE ALARM,12/12/2015 17:00,Bekwai,Bekwai ,1
5.0473822,-2.4727788,233,"Lawlawvaw, Ghana,12/12/2015@17:05",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:05,Aiyinase,Aiyinase ,1
4.8665091,-2.240888,233,"Mlichakpo, Tema, Ghana,12/12/2015@17:04",EMS: CVA/STROKE,12/12/2015 17:04,Axim,Axim ,1
5.1053378,-1.3421032,233,"Osudoku, Ghana,12/12/2015@17:05",EMS: UNKNOWN MEDICAL EMERGENCY,12/12/2015 17:05,Elmina,Elmina ,1
5.5740623,-2.0126276,233,"Oyibi, Ghana,12/12/2015@17:11",EMS: RESPIRATORY EMERGENCY,12/12/2015 17:11,Bogoso,Bogoso ,1
5.4742402,-2.0665197,233,"Sagreme, Ghana,12/12/2015@17:13",EMS: ASSAULT VICTIM,12/12/2015 17:13,Prestea- Huni Valley District,Prestea-Huni valley District ,1
5.301832,-1.9930466,233,"Ziapon, Ghana,12/12/2015@17:18",EMS: RESPIRATORY EMERGENCY,12/12/2015 17:18,Tarkwa,Tarkwa ,1
6.9771155,-2.2950547,233,"Ankrankwanta, Ghana,12/12/2015@17:16",EMS: UNKNOWN MEDICAL EMERGENCY,12/12/2015 17:16,Akyerensua,Akyerensua ,1
6.8637381,-2.4480536,233,"Adabokrom, Ghana,12/12/2015@17:21",EMS: GENERAL WEAKNESS,12/12/2015 17:21,Nkaseim,Nkaseim ,1
6.6925346,-2.4431102,233,"Debiso, Ghana,12/12/2015@17:21",EMS: UNKNOWN MEDICAL EMERGENCY,12/12/2015 17:21,Kukuom,Kukuom ,1
6.6512241,-2.424577,233,"Sefwi Asuontaa, Ghana,12/12/2015@17:31",EMS: HEAD INJURY,12/12/2015 17:31,Nobekaw,Nobekaw ,1
6.6189229,-2.4789622,233,"PGPQ+XMF Anita Hotel Ltd, Ejisu, Ghana,12/12/2015@17:34",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:34,Kwapon,Kwapon ,1
6.6224415,-2.3012141,233,"Kojina, Ghana,12/12/2015@17:37",EMS: ASSAULT VICTIM,12/12/2015 17:37,Sreso Tinpom,Sreso Tinpom ,1
6.518235,-2.3431201,233,"Juaboso, Ghana,12/12/2015@17:38",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:38,Dumase,Dumase ,1
6.4610857,-2.3172324,233,"Wiawso, Ghana,12/12/2015@17:37",EMS: VEHICLE ACCIDENT,12/12/2015 17:37,Bibiani,Bibiani ,1
6.4225531,-2.303678,233,"Akrodie, Ghana,12/12/2015@17:46",EMS: VEHICLE ACCIDENT,12/12/2015 17:46,Kwamekrom,Kwamekrom ,1
6.4007084,-2.4116699,233,"Goaso, Ghana,12/12/2015@17:46",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:46,Wuramumuso,Wuramumuso ,1
6.6883018,-1.6187039,233,"Hwidiem, Ghana,12/12/2015@17:52",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:52,Kumasi,Asafo ,1
6.3206046,-2.5037039,233,"Bibiani, Ghana,12/12/2015@17:55",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:55,Punikrom,Punikrom,1
6.7613043,-2.5866855,233,"Sefwi Bekwai, Ghana,12/12/2015@17:56",Fire: VEHICLE ACCIDENT,12/12/2015 17:56,Ayomfo,Ayomfo ,1
7.0851672,-2.1671288,233,"Nyinahin, Ghana,12/12/2015@17:56",Traffic: VEHICLE ACCIDENT -,12/12/2015 17:56,Bomaa,Bomaa ,1
7.0072367,-2.1695855,233,"Nkawie, Ghana,12/12/2015@17:56",EMS: CARDIAC EMERGENCY,12/12/2015 17:56,Tepa,Tepa ,1
7.0857832,-2.029768,233,"Bekwai, Ghana,12/12/2015@18:15",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:15,Bechem,Bechem ,1
7.0851672,-2.1671288,233,"Aiyinase, Ghana,12/12/2015@18:11",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:11,Bomaa,Bomaa ,1
7.1796355,-2.1008486,233,"Axim, Ghana,12/12/2015@18:20",EMS: ASSAULT VICTIM,12/12/2015 18:20,Duayaw Nkwanta,Duayaw Nkwanta ,1
7.0524369,-1.9303,233,"Elmina, Ghana,12/12/2015@18:18",EMS: OVERDOSE,12/12/2015 18:18,Domeabra,Domeabra ,1
7.0147227,-1.9942702,233,"Bogoso, Ghana,12/12/2015@18:16",EMS: DIZZINESS,12/12/2015 18:16,Nyamebekyere,Nyamebekyere ,1
6.9085682,-2.029768,233,"Prestea- Huni Valley District, Ghana,12/12/2015@18:25",EMS: LACERATIONS,12/12/2015 18:25,Wioso,Wioso ,1
6.8784526,-1.8525626,233,"Tarkwa, Ghana,12/12/2015@18:23",Traffic: DISABLED VEHICLE -,12/12/2015 18:23,Adugyama,Adugyama ,1
6.8181278,-1.8635409,233,"Akyerensua, Ghana,12/12/2015@18:26",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:26,Mankranso,Mankraso ,1
6.8481245,-1.7198215,233,"Nkaseim, Ghana,12/12/2015@18:28",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:28,Barekese,Barekese ,1
7.0389413,-1.6347878,233,"Kukuom, Ghana,12/12/2015@18:26",EMS: FALL VICTIM,12/12/2015 18:26,Tetrem,Tetrem ,1
7.2051831,-1.7904042,233,"Nobekaw, Ghana,12/12/2015@18:40",Fire: FIRE ALARM,12/12/2015 18:40,Nikwaakwaa,Nikwaakwaa ,1
7.2663478,-1.8275668,233,"Kwapon, Ghana,12/12/2015@18:38",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:38,Asuoso,Asuoso ,1
7.2334119,-1.8062402,233,"Sreso Tinpom, Ghana,12/12/2015@18:38",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:38,Asempaneye,Asempaneye,1
7.1403851,-1.4876082,233,"Dumase, Ghana,12/12/2015@18:43",Fire: FIRE ALARM,12/12/2015 18:43,Kofiase,Kofiase ,1
7.3926839,-1.4048249,233,"Bibiani, Ghana,12/12/2015@18:49",Traffic: ROAD OBSTRUCTION -,12/12/2015 18:49,,Sekodumase ,1
7.3399999,-1.5147561,233,"Kwamekrom, Ghana,12/12/2015@18:47",EMS: CARDIAC EMERGENCY,12/12/2015 18:47,Afrante,Afrante ,1
7.1403851,-1.4876082,233,"Wuramumuso, Ghana,12/12/2015@18:49",EMS: VEHICLE ACCIDENT,12/12/2015 18:49,Kofiase,Kofiase,1
7.0554574,-1.5184418,233,"Asafo, Kumasi, Ghana,12/12/2015@18:49",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:49,Wiamoase,Wiamoase ,1
7.1944239,-1.3963762,233,"Punikrom, Ghana,12/12/2015@18:50",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:50,Bosomkyekye,Bosomkyekye,1
7.2536992,-1.4012039,233,"Ayomfo, Ghana,12/12/2015@18:53",Traffic: VEHICLE ACCIDENT -,12/12/2015 18:53,Adidwan,Adidwan ,1
7.4288724,-1.4238551,233,"Bomaa, Ghana,12/12/2015@18:52",Fire: UNKNOWN TYPE FIRE,12/12/2015 18:52,Memimaso,Memimaso,1
7.5420312,-1.2049233,233,"Tepa, Ghana,12/12/2015@18:55",Fire: FIRE ALARM,12/12/2015 18:55,Amantin,Amantin ,1
7.5895788,-1.1508967,233,"Bechem, Ghana,12/12/2015@18:55",Fire: VEHICLE FIRE,12/12/2015 18:55,Akokua,Akokua ,1
7.6518188,-1.1917104,233,"Bomaa, Ghana,12/12/2015@18:56",Traffic: VEHICLE FIRE -,12/12/2015 18:56,Fanfao,Fanfao ,1
7.0919406,-1.2109766,233,"Duayaw Nkwanta, Ghana,12/12/2015@19:04",Traffic: VEHICLE ACCIDENT -,12/12/2015 19:04,Jadiako,Jadiako ,1
7.2231181,-1.1684808,233,"Domeabra, Ghana,12/12/2015@19:05",EMS: RESPIRATORY EMERGENCY,12/12/2015 19:05,Sasebonso,Sasebonso,1
6.966667,-1.15,233,"Nyamebekyere, Ghana,12/12/2015@19:05",Fire: FIRE ALARM,12/12/2015 19:05,Enikawso,Enikawso ,1
6.9755866,-1.272254,233,"Wioso, Ghana,12/12/2015@19:08",EMS: DEHYDRATION,12/12/2015 19:08,Kwaman,Kwaman,1
6.9111632,-1.2770675,233,"Adugyama, Ghana,12/12/2015@19:09",Fire: VEHICLE FIRE,12/12/2015 19:09,Kumawu,Kumawu,1
6.8652504,-1.3951694,233,"Mankranso, Ghana,12/12/2015@19:12",EMS: FALL VICTIM,12/12/2015 19:12,Effiduase,Effiduase ,1
6.7873581,-1.4652217,233,"Barekese, Ghana,12/12/2015@19:12",Traffic: VEHICLE FIRE -,12/12/2015 19:12,Juaben,Juaben ,1
6.7150806,-1.5091172,233,"Tetrem, Ghana,12/12/2015@19:17",EMS: ALTERED MENTAL STATUS,12/12/2015 19:17,Ejisu,Ejisu ,1
6.966667,-1.15,233,"Nikwaakwaa, Ghana,12/12/2015@19:18",EMS: FALL VICTIM,12/12/2015 19:18,Enikawso,Enikawso ,1
7.0642037,-1.1240105,233,"Asuoso, Ghana,12/12/2015@19:20",EMS: ALTERED MENTAL STATUS,12/12/2015 19:20,Drabonso,Drabonso ,1
7.0919406,-1.2109766,233,"Asempaneye, Ghana,12/12/2015@19:17",EMS: RESPIRATORY EMERGENCY,12/12/2015 19:17,Jadiako,Jadiako ,1
6.9753997,-0.9798446,233,"Kofiase, Ghana,12/12/2015@19:21",EMS: OVERDOSE,12/12/2015 19:21,Dukusen,Dukusen ,1
6.5210769,-1.1185143,233,"Ejura-Sekyedumase, Ghana,12/12/2015@19:25",Fire: TRASH/DUMPSTER FIRE,12/12/2015 19:25,Obogu,Obogu ,1
6.1660677,-1.1412993,233,"Afrante, Ghana,12/12/2015@19:23",EMS: UNKNOWN MEDICAL EMERGENCY,12/12/2015 19:23,Ofoase,Ofoase ,1
6.5036668,-1.5332705,233,"Kofiase, Ghana,12/12/2015@19:24",EMS: SUBJECT IN PAIN,12/12/2015 19:24,Kokofu,Kokofu ,1
6.554697,-1.5074206,233,"Wiamoase, Ghana,12/12/2015@19:24",Traffic: VEHICLE ACCIDENT -,12/12/2015 19:24,Toamfom,Toamfom ,1
6.4810146,-1.6408561,233,"Bosomkyekye, Ghana,12/12/2015@19:25",EMS: UNCONSCIOUS SUBJECT,12/12/2015 19:25,Ofoase Kokoben,Ofoase Kokoben,1
6.594269,-1.6639235,233,"Adidwan, Ghana,12/12/2015@19:28",Traffic: VEHICLE ACCIDENT -,12/12/2015 19:28,Kotwi,Kotwi ,1
6.5359276,-2.068873,233,"Memimaso, Ghana,12/12/2015@19:29",Fire: TRASH/DUMPSTER FIRE,12/12/2015 19:29,Ntobroso,Ntobroso ,1
6.6801926,-1.9828327,233,"Amantin, Ghana,12/12/2015@19:28",Fire: FIRE ALARM,12/12/2015 19:28,Kotokuom,Kotokuom,1
6.6273932,-1.2963269,233,"Akokua, Ghana,12/12/2015@19:26",EMS: HEMORRHAGING,12/12/2015 19:26,Nabewam,Nabewam ,1
6.5824286,-1.1209121,233,"Fanfao, Ghana,12/12/2015@19:26",Traffic: DISABLED VEHICLE -,12/12/2015 19:26,Juaso,Juaso ,1
6.5210769,-1.1185143,233,"Jadiako, Ghana,12/12/2015@19:31",Traffic: DISABLED VEHICLE -,12/12/2015 19:31,Obogu,Obogu ,1
6.4279761,-1.3330645,233,"Sasebonso, Ghana,12/12/2015@19:33",Traffic: DISABLED VEHICLE -,12/12/2015 19:33,Asiwa,Asiwa ,1
6.4553249,-1.3119816,233,"Enikawso, Ghana,12/12/2015@19:31",EMS: UNCONSCIOUS SUBJECT,12/12/2015 19:31,Beposo,Beposo ,1
6.1660677,-1.1412993,233,"Kwaman, Ghana,12/12/2015@19:32",Traffic: DISABLED VEHICLE -,12/12/2015 19:32,Ofoase,Ofoase ,1
6.4696004,-1.8866802,233,"Kumawu, Ghana,12/12/2015@19:26",EMS: DIABETIC EMERGENCY,12/12/2015 19:26,Manso Nkwanta,Manso-Nkwanta,1
6.4206287,-1.8131021,233,"Effiduase, Ghana,12/12/2015@19:38",EMS: HEAD INJURY,12/12/2015 19:38,Kortwia-Abodom,Kortwia-Abodom,1
6.4017229,-1.9302718,233,"Juaben, Ghana,12/12/2015@19:26",EMS: SYNCOPAL EPISODE,12/12/2015 19:26,Manso Adubia,Manso Adubia,1
6.7186642,-1.1329034,233,"Ejisu, Ghana,12/12/2015@19:41",Fire: GAS-ODOR/LEAK,12/12/2015 19:41,Juansa,Juansa,1
7.03423,-1.4904486,233,"Enikawso, Ghana,12/12/2015@19:44",EMS: ABDOMINAL PAINS,12/12/2015 19:44,Boanim,Boanim ,1
7.0276538,-1.4505004,233,"Drabonso, Ghana,12/12/2015@19:41",EMS: HEAD INJURY,12/12/2015 19:41,Mprim,Mprim ,1
7.0835583,-1.3191716,233,"Jadiako, Ghana,12/12/2015@19:43",Fire: GAS-ODOR/LEAK,12/12/2015 19:43,Amoamang,Amoamang ,1
5.1931065,-1.0957418,233,"Dukusen, Ghana,12/12/2015@19:52",Fire: GAS-ODOR/LEAK,12/12/2015 19:52,Abandze,Abandze,1
5.3379011,-1.1712986,233,"Obogu, Ghana,12/12/2015@19:54",EMS: VEHICLE ACCIDENT,12/12/2015 19:54,Abura Dunkwa,Abura-Dunkwa,1
6.0123415,-0.0770127,233,"Ofoase, Ghana,12/12/2015@19:59",Fire: VEHICLE ACCIDENT,12/12/2015 19:59,Adukrom,Adukrom,1
5.5061542,-0.7509045,233,"Kokofu, Ghana,12/12/2015@19:57",Traffic: VEHICLE ACCIDENT -,12/12/2015 19:57,Afranse,Afransi,1
5.5298168,-0.705779,233,"Toamfom, Ghana,12/12/2015@20:01",Traffic: VEHICLE FIRE -,12/12/2015 20:01,Agona Swedru,Agona Swedru,1
5.4639495,-0.9366845,233,"Ofoase Kokoben, Ghana,12/12/2015@20:03",EMS: FALL VICTIM,12/12/2015 20:03,Ajumako,Ajumako,1
5.1420656,-1.3441261,233,"Kotwi, Ghana,12/12/2015@20:10",EMS: ABDOMINAL PAINS,12/12/2015 20:10,Amisano,Amissano,1
5.2018948,-1.0265621,233,"Ntobroso, Ghana,12/12/2015@20:07",Fire: VEHICLE ACCIDENT,12/12/2015 20:07,Ankaful,Ankaful,1
5.1761085,-1.1233101,233,"Kotokuom, Ghana,12/12/2015@20:15",EMS: VEHICLE ACCIDENT,12/12/2015 20:15,Anomabo,Anomabu,1
7.4288459,-2.6623649,233,"Nabewam, Ghana,12/12/2015@20:19",Traffic: VEHICLE ACCIDENT -,12/12/2015 20:19,Anyimon,Anyimon,1
5.2941315,-0.7390245,233,"Juaso, Ghana,12/12/2015@20:19",Fire: UNKNOWN TYPE FIRE,12/12/2015 20:19,Apam,Apam,1
5.2060156,-1.1700982,233,"Obogu, Ghana,12/12/2015@20:19",EMS: CVA/STROKE,12/12/2015 20:19,Asebu,Asebu,1
5.7022374,-1.2842887,233,"Asiwa, Ghana,12/12/2015@20:25",Fire: VEHICLE ACCIDENT,12/12/2015 20:25,Foso,Assin Fosu,1
5.4998865,-1.036188,233,"Beposo, Ghana,12/12/2015@21:00",EMS: SUBJECT IN PAIN,12/12/2015 21:00,Assin Kyekyewere,Assin Kyekyewere,1
5.5225393,-1.165297,233,"Ofoase, Ghana,12/12/2015@21:00",EMS: VEHICLE ACCIDENT,12/12/2015 21:00,Assin Manso,Assin Manso,1
5.6142986,-1.2229478,233,"Manso Nkwanta, Ghana,12/12/2015@21:07",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:07,Nsuta,Assin Nsuta,1
5.926107,-1.3589807,233,"Kortwia-Abodom, Ghana,12/12/2015@21:10",EMS: DIZZINESS,12/12/2015 21:10,Assin Prasu,Assin Praso,1
6.0925375,0.1953055,233,"Manso Adubia, Ghana,12/12/2015@21:07",Fire: CARBON MONOXIDE DETECTOR,12/12/2015 21:07,Asutsuare,Asutsuare,1
5.5682553,-0.2068827,233,"Juansa, Ghana,12/12/2015@21:09",Fire: UNKNOWN TYPE FIRE,12/12/2015 21:09,Accra,Asylum Down,1
5.6984412,-0.6065646,233,"Boanim, Ghana,12/12/2015@21:06",EMS: VEHICLE ACCIDENT,12/12/2015 21:06,Awutu Breku,Awutu Breku,1
5.9641558,-1.8952713,233,"Mprim, Ghana,12/12/2015@21:10",Fire: UNKNOWN TYPE FIRE,12/12/2015 21:10,Ayanfuri,Ayanfuri,1
5.5572433,-1.1959141,233,"Amoamang, Ghana,12/12/2015@21:09",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:09,Besease,Besease,1
5.165629,-1.1520965,233,"Abandze, Ghana,12/12/2015@21:09",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:09,Biriwa,Biriwa,1
5.6449711,-0.9820668,233,"Abura Dunkwa, Ghana,12/12/2015@21:11",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:11,,Breman Asikuma,1
5.5247986,-0.4738293,233,"Adukrom, Ghana,12/12/2015@21:11",EMS: VEHICLE ACCIDENT,12/12/2015 21:11,Buduburam,Buduburam,1
5.13151,-1.2794744,233,"Afranse, Ghana,12/12/2015@21:15",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:15,Cape Coast,Cape Coast,1
6.1563395,-2.1523914,233,"Agona Swedru, Ghana,12/12/2015@21:13",Traffic: VEHICLE ACCIDENT -,12/12/2015 21:13,Diaso,Diaso,1
5.969812,-1.7830973,233,"Ajumako, Ghana,12/12/2015@21:12",EMS: GENERAL WEAKNESS,12/12/2015 21:12,Dunkwa-On-Offin,Dunkwa-on-Offin,1
5.5195405,-0.4879916,233,"Amisano, Ghana,12/12/2015@21:17",EMS: SYNCOPAL EPISODE,12/12/2015 21:17,,Effutu,1
5.1053378,-1.3421032,233,"Ankaful, Ghana,12/12/2015@21:27",EMS: CARDIAC EMERGENCY,12/12/2015 21:27,Elmina,Elmina,1
5.318758,-0.8925446,233,"Anomabo, Ghana,12/12/2015@21:27",EMS: CARDIAC EMERGENCY,12/12/2015 21:27,Esakyir,Esakyir,1
5.5214285,-0.5772118,233,"Anyimon, Ghana,12/12/2015@21:27",EMS: FALL VICTIM,12/12/2015 21:27,Amoanda,Gomoa Amoanda,1
5.4040601,-0.6199123,233,"Apam, Ghana,12/12/2015@21:34",EMS: FALL VICTIM,12/12/2015 21:34,Gomoa Mpota,Gomoa Mpota,1
5.3713676,-1.4241426,233,"Asebu, Ghana,12/12/2015@21:32",Fire: GAS-ODOR/LEAK,12/12/2015 21:32,,Hemang,1
5.249955,-1.3794838,233,"Foso, Ghana,12/12/2015@21:27",Traffic: ROAD OBSTRUCTION -,12/12/2015 21:27,Jukwa,Jukwa,1
5.249955,-1.3794838,233,"Assin Kyekyewere, Ghana,12/12/2015@21:39",Traffic: ROAD OBSTRUCTION -,12/12/2015 21:39,Jukwa,Jukwaa,1
5.5344155,-0.4252737,233,"Assin Manso, Ghana,12/12/2015@21:27",Fire: S/B AT HELICOPTER LANDING,12/12/2015 21:27,Kasoa,Kasoa,1
5.2882034,-1.1929114,233,"Nsuta, Ghana,12/12/2015@21:27",EMS: DIZZINESS,12/12/2015 21:27,,Kwamankese,1
5.5968971,-0.6337028,233,"Assin Prasu, Ghana,12/12/2015@21:41",EMS: FALL VICTIM,12/12/2015 21:41,Kwanyako,Kwanyako,1
5.2728442,-1.0155385,233,"Asutsuare, Ghana,12/12/2015@21:50",EMS: HEAD INJURY,12/12/2015 21:50,Mankessim,Mankessim,1
7.946527,-1.023194,233,"Asylum Down, Accra, Ghana,12/12/2015@21:46",EMS: NAUSEA/VOMITING,12/12/2015 21:46,,"Moree, Ghana",1
5.262762,-0.7580342,233,"Awutu Breku, Ghana,12/12/2015@22:00",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:00,Mumford,"Mumford, Ghana",1
5.6471423,-0.7539875,233,"Ayanfuri, Ghana,12/12/2015@21:57",EMS: RESPIRATORY EMERGENCY,12/12/2015 21:57,Nsaba,Nsaba,1
5.6333047,-0.8806231,233,"Besease, Ghana,12/12/2015@22:00",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:00,Nyakrom,Nyakrom,1
5.3783225,-1.1451629,233,"Biriwa, Ghana,12/12/2015@22:00",EMS: HEAD INJURY,12/12/2015 22:00,Fanti Nyankumasi,Nyankumase Ahenkro,1
5.6332567,-0.883527,233,"Asikuma-Odoben-Brakwa, Ghana,12/12/2015@22:05",EMS: ALTERED MENTAL STATUS,12/12/2015 22:05,Odoben,Odoben,1
5.2226592,-0.8066563,233,"Buduburam, Ghana,12/12/2015@22:00",EMS: CARDIAC EMERGENCY,12/12/2015 22:00,Otuam,Otuam,1
5.459217,-0.5972179,233,"Cape Coast, Ghana,12/12/2015@22:00",EMS: VEHICLE ACCIDENT,12/12/2015 22:00,Potsin,Potsin,1
5.2023106,-1.0514312,233,"Diaso, Ghana,12/12/2015@22:07",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:07,Saltpond,Saltpond,1
5.3911374,-0.4950746,233,"Dunkwa-On-Offin, Ghana,12/12/2015@22:09",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:09,Senya Beraku,Senya Beraku,1
5.6069746,-1.5450766,233,"Awutu-Effutu-Senya, Ghana,12/12/2015@22:15",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:15,Twifo Praso,Twifo Praso,1
5.3622295,-0.6298922,233,"Elmina, Ghana,12/12/2015@22:14",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:14,Winneba,Winneba,1
5.1655406,-1.2001181,233,"Esakyir, Ghana,12/12/2015@22:20",EMS: DIZZINESS,12/12/2015 22:20,Yamoransa,Yamoransa,1
5.654708,-0.5813527,233,"Amoanda, Ghana,12/12/2015@22:21",Fire: GAS-ODOR/LEAK,12/12/2015 22:21,Obrachere,Obrakyere,1
5.6984412,-0.6065646,233,"Gomoa Mpota, Ghana,12/12/2015@22:27",EMS: SUBJECT IN PAIN,12/12/2015 22:27,Awutu Breku,Awutu Breku,1
5.3379011,-1.1712986,233,"Twifo Hemang Lower Denkyira, Ghana,12/12/2015@22:34",Fire: VEHICLE ACCIDENT,12/12/2015 22:34,Abura Dunkwa,Abura Dunkwa,1
6.1563395,-2.1523914,233,"Jukwa, Ghana,12/12/2015@22:34",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:34,Diaso,Diaso,1
5.6471423,-0.7539875,233,"Jukwa, Ghana,12/12/2015@22:35",EMS: VEHICLE ACCIDENT,12/12/2015 22:35,Nsaba,Nsaba,1
7.1424612,-1.6408561,233,"Kasoa, Ghana,12/12/2015@22:40",EMS: FEVER,12/12/2015 22:40,Kyekyewere,Kyekyewere,1
5.4639495,-0.9366845,233,"Abura Asebu Kwamankese, Ghana,12/12/2015@22:44",Fire: VEHICLE ACCIDENT,12/12/2015 22:44,Ajumako,Ajumako,1
5.2728442,-1.0155385,233,"Kwanyako, Ghana,12/12/2015@22:46",Traffic: VEHICLE ACCIDENT -,12/12/2015 22:46,Mankessim,Mankessim,1
7.0128913,-1.3782775,233,"Mankessim, Ghana,12/12/2015@22:53",EMS: SEIZURES,12/12/2015 22:53,Nsuta,Nsuta,1
5.459217,-0.5972179,233,"Ghana,12/12/2015@22:56",EMS: SUBJECT IN PAIN,12/12/2015 22:56,Potsin,Potsin,1
5.5298168,-0.705779,233,"Mumford, Ghana,12/12/2015@23:02",EMS: GENERAL WEAKNESS,12/12/2015 23:02,Agona Swedru,Agona Swedru,1
5.2023106,-1.0514312,233,"Nsaba, Ghana,12/12/2015@23:07",EMS: OVERDOSE,12/12/2015 23:07,Saltpond,Saltpond,1
5.969812,-1.7830973,233,"Nyakrom, Ghana,12/12/2015@23:08",EMS: OVERDOSE,12/12/2015 23:08,Dunkwa-On-Offin,Dunkwa-on-Offin,1
5.2941315,-0.7390245,233,"9VH3+8WG, Fanti Nyankumasi, Ghana,12/12/2015@23:14",EMS: HEMORRHAGING,12/12/2015 23:14,Apam,Apam,1
5.13151,-1.2794744,233,"Odoben, Ghana,12/12/2015@23:13",EMS: HEMORRHAGING,12/12/2015 23:13,Cape Coast,Cape Coast,1
5.3622295,-0.6298922,233,"Otuam, Ghana,12/12/2015@23:20",Traffic: DISABLED VEHICLE -,12/12/2015 23:20,Winneba,Winneba,1
5.6069746,-1.5450766,233,"Potsin, Ghana,12/12/2015@23:21",Fire: FIRE ALARM,12/12/2015 23:21,Twifo Praso,Twifo Praso,1
5.5344155,-0.4252737,233,"Saltpond, Ghana,12/12/2015@23:23",EMS: RESPIRATORY EMERGENCY,12/12/2015 23:23,Kasoa,Kasoa,1
5.1931065,-1.0957418,233,"Senya Beraku, Ghana,12/12/2015@23:23",EMS: CVA/STROKE,12/12/2015 23:23,Abandze,Abandzi,1
5.1053378,-1.3421032,233,"Twifo Praso, Ghana,12/12/2015@23:24",EMS: CARDIAC EMERGENCY,12/12/2015 23:24,Elmina,Elmina,1
5.0194828,-1.6269003,233,"Winneba, Ghana,12/12/2015@23:21",EMS: CARDIAC EMERGENCY,12/12/2015 23:21,Shama,Shama,1
4.7950533,-1.946905,233,"Yamoransa, Ghana,12/12/2015@23:38",EMS: CARDIAC EMERGENCY,12/12/2015 23:38,Dixcove,Dixcove,1
4.8665091,-2.240888,233,"Obrachere, Ghana,12/12/2015@23:40",Traffic: DISABLED VEHICLE -,12/12/2015 23:40,Axim,Axim,1
